,model,task,start_time,window_name,elapsed_time,gpu0_energy,num_in_tokens,num_out_tokens,first_token_time,finished_time,mns,max_tokens,n_samples,energy_per_token,time_per_token_ms,token_per_second
0,CodeLlama-7B-Instruct-AWQ,humaneval,1752573516.274371,batch_0_mns512_max-toks256_n512,102.7643654346466,28647.98600000143,68096,131072,3.8401167392730713,102.76378679275513,512,256,512,0.2185667877197374,0.7840298876544693,1275.4615809247198
1,CodeLlama-7B-Instruct-AWQ,humaneval,1752573643.4612134,batch_0_mns256_max-toks256_n512,90.38203406333923,25187.40099999309,68096,131072,3.849375486373901,90.38152933120728,256,256,512,0.192164619445748,0.6895601964060916,1450.1997145599253
2,CodeLlama-7B-Instruct-AWQ,humaneval,1752573757.548385,batch_0_mns128_max-toks256_n512,78.0658688545227,21442.657000005245,68096,131072,3.85132360458374,78.06506061553955,128,256,512,0.1635944900513095,0.5955953129159752,1678.9923935164966
3,CodeLlama-7B-Instruct-AWQ,humaneval,1752573858.5005996,batch_0_mns64_max-toks256_n512,80.52191615104675,22020.86399999261,68096,131072,2.0738413333892822,80.52121639251709,64,256,512,0.1680058593749436,0.6143334667285671,1627.7804387333388
4,CodeLlama-7B-Instruct-AWQ,humaneval,1752573962.007352,batch_0_mns32_max-toks256_n512,97.6181948184967,25843.405000001192,68096,131072,1.136798858642578,97.61763596534728,32,256,512,0.197169532775888,0.7447677216987358,1342.7005103270403
5,CodeLlama-7B-Instruct-AWQ,humaneval,1752574082.6538754,batch_0_mns16_max-toks256_n512,133.02112102508545,33866.88899999857,68096,131072,0.6652495861053467,133.0205569267273,16,256,512,0.2583838577270398,1.014870613289531,985.3472816191507
6,CodeLlama-7B-Instruct-AWQ,humaneval,1752574238.8720052,batch_0_mns8_max-toks256_n512,228.8745651245117,53320.914999991655,68096,131072,0.418262243270874,228.87395119667053,8,256,512,0.4068062973021824,1.7461743555031717,572.6804982838289
7,CodeLlama-7B-Instruct-AWQ,humaneval,1752574490.89309,batch_0_mns1_max-toks256_n512,1654.354418516159,334742.69099998474,68096,131072,0.2090754508972168,1654.3535995483398,1,256,512,2.553884056091192,12.621722553376458,79.22848848650126
8,CodeLlama-7B-Instruct-GPTQ,humaneval,1752573605.4392197,batch_0_mns512_max-toks256_n512,103.06055450439452,28682.1780000031,68096,131072,3.818951368331909,103.05958914756776,512,256,512,0.2188276519775627,0.7862896309234201,1271.79599052527
9,CodeLlama-7B-Instruct-GPTQ,humaneval,1752573733.0397863,batch_0_mns256_max-toks256_n512,90.16994094848631,25174.14300000668,68096,131072,3.826545000076294,90.16932439804076,256,256,512,0.1920634689331564,0.6879420543555169,1453.6108000212714
10,CodeLlama-7B-Instruct-GPTQ,humaneval,1752573846.4053836,batch_0_mns128_max-toks256_n512,76.82354235649109,21277.115999996666,68096,131072,3.828680276870728,76.82278656959534,128,256,512,0.1623315124511464,0.5861171139258659,1706.1436635110497
11,CodeLlama-7B-Instruct-GPTQ,humaneval,1752573946.1039095,batch_0_mns64_max-toks256_n512,79.8636863231659,22090.722999989983,68096,131072,2.064478635787964,79.86312079429626,64,256,512,0.1685388412474821,0.6093115716794273,1641.1964690638156
12,CodeLlama-7B-Instruct-GPTQ,humaneval,1752574048.890581,batch_0_mns32_max-toks256_n512,97.16865253448486,25677.113000005484,68096,131072,1.1260614395141602,97.16775965690611,32,256,512,0.1959008255005301,0.7413379862555303,1348.912396963444
13,CodeLlama-7B-Instruct-GPTQ,humaneval,1752574168.9588568,batch_0_mns16_max-toks256_n512,133.44938206672668,33475.36500000954,68096,131072,0.6580150127410889,133.4488434791565,16,256,512,0.2553967666626704,1.0181379857385764,982.1851399391422
14,CodeLlama-7B-Instruct-GPTQ,humaneval,1752574325.2988129,batch_0_mns8_max-toks256_n512,233.50093579292297,53440.70800000429,68096,131072,0.4336411952972412,233.5003452301025,8,256,512,0.4077202453613608,1.781470762580284,561.3339387908893
15,CodeLlama-7B-Instruct-GPTQ,humaneval,1752574581.8457296,batch_0_mns1_max-toks256_n512,1698.655014514923,338932.6960000098,68096,131072,0.2096872329711914,1698.6541962623596,1,256,512,2.5858512573242933,12.959709278220544,77.16222474840167
16,deepseek-coder-6.7b-instruct,humaneval,1752573745.89681,batch_0_mns512_max-toks256_n512,87.44007682800293,24695.43900001049,69120,131072,2.22444486618042,87.43950867652893,512,256,512,0.188411247253498,0.6671148439636454,1498.9922785386188
17,deepseek-coder-6.7b-instruct,humaneval,1752573856.5636897,batch_0_mns256_max-toks256_n512,88.25997638702393,24776.44900000096,69120,131072,2.2729756832122803,88.25941705703735,256,256,512,0.1890293045044018,0.6733701811754145,1485.0672452623762
18,deepseek-coder-6.7b-instruct,humaneval,1752573968.0877948,batch_0_mns128_max-toks256_n512,81.30604529380798,22209.357000023127,69120,131072,2.26676082611084,81.3052237033844,128,256,512,0.1694439468385553,0.6203158973221434,1612.0818510647946
19,deepseek-coder-6.7b-instruct,humaneval,1752574072.4087558,batch_0_mns64_max-toks256_n512,112.15441679954527,27060.655000001192,69120,131072,1.3251101970672607,112.15373754501344,64,256,512,0.206456413269052,0.8556702941859838,1168.6744378000406
20,deepseek-coder-6.7b-instruct,humaneval,1752574207.8241038,batch_0_mns32_max-toks256_n512,164.08651161193848,41477.06299999356,69120,131072,0.8148829936981201,164.08592581748962,32,256,512,0.3164448776244626,1.251880734344013,798.7981383258535
21,deepseek-coder-6.7b-instruct,humaneval,1752574394.936329,batch_0_mns16_max-toks256_n512,267.40519857406616,63775.66899999976,69120,131072,0.5651841163635254,267.40458369255066,16,256,512,0.4865697402954083,2.0401397596288007,490.1624975839636
22,deepseek-coder-6.7b-instruct,humaneval,1752574685.7035549,batch_0_mns8_max-toks256_n512,479.4499545097351,115541.9319999814,69120,131072,0.4296290874481201,479.44930148124695,8,256,512,0.8815149841307175,3.6579128609446334,273.37994042366444
23,deepseek-coder-6.7b-instruct,humaneval,1752575188.2617483,batch_0_mns1_max-toks256_n512,3477.132991552353,827032.4079999924,69120,131072,0.3322441577911377,3477.132512331009,1,256,512,6.3097565307616605,26.528419430178477,37.69542330374985
24,CodeLlama-7b-Instruct-hf,humaneval,1752573784.4357288,batch_0_mns512_max-toks256_n512,86.85029935836792,24451.124000012875,68096,131072,2.149973630905152,86.8497371673584,512,256,512,0.1865472717286138,0.6626151989621576,1509.171539630063
25,CodeLlama-7b-Instruct-hf,humaneval,1752573894.7009628,batch_0_mns256_max-toks256_n512,87.91394257545471,24841.647000014786,68096,131072,2.1563374996185303,87.91349625587463,256,256,512,0.1895267257691557,0.6707301527058007,1490.9125465224542
26,CodeLlama-7b-Instruct-hf,humaneval,1752574005.781243,batch_0_mns128_max-toks256_n512,80.62622213363647,22491.533999979496,68096,131072,2.1586084365844727,80.62543821334839,128,256,512,0.171596786498867,0.6151292582217138,1625.674582429902
27,CodeLlama-7b-Instruct-hf,humaneval,1752574109.2648609,batch_0_mns64_max-toks256_n512,111.85658144950868,27244.45800000429,68096,131072,1.211594581604004,111.85600686073305,64,256,512,0.207858718872103,0.8533979907952017,1171.7862132159387
28,CodeLlama-7b-Instruct-hf,humaneval,1752574243.9427006,batch_0_mns32_max-toks256_n512,163.84352827072144,42417.97800001502,68096,131072,0.7036266326904297,163.84286856651306,32,256,512,0.3236234893799974,1.250026918569347,799.98277248661
29,CodeLlama-7b-Instruct-hf,humaneval,1752574430.6373734,batch_0_mns16_max-toks256_n512,267.23076343536377,65042.25100001693,68096,131072,0.4571959972381592,267.2302415370941,16,256,512,0.496232994079719,2.038808925135527,490.4824516272541
30,CodeLlama-7b-Instruct-hf,humaneval,1752574720.8841827,batch_0_mns8_max-toks256_n512,478.6382093429565,117386.57300001384,68096,131072,0.3277626037597656,478.6376729011536,8,256,512,0.8955884780884845,3.651719736808445,273.84357838862707
31,CodeLlama-7b-Instruct-hf,humaneval,1752575222.5339131,batch_0_mns1_max-toks256_n512,3472.027519226074,800680.8219999969,68096,131072,0.2116796970367431,3472.026964187622,1,256,512,6.108709884643531,26.489467767532915,37.75085285879772
32,deepseek-coder-6.7B-instruct-AWQ,humaneval,1752573847.2869632,batch_0_mns512_max-toks256_n512,102.20055985450745,28550.55599999428,69120,131072,3.938297986984253,102.2000207901001,512,256,512,0.2178234558105032,0.7797283924446674,1282.4978668081064
33,deepseek-coder-6.7B-instruct-AWQ,humaneval,1752573972.6395788,batch_0_mns256_max-toks256_n512,91.08219408988953,25211.5530000031,69120,131072,3.960616111755371,91.0816366672516,256,256,512,0.1923488845825431,0.6949019934836542,1439.0518510197976
34,deepseek-coder-6.7B-instruct-AWQ,humaneval,1752574086.9331486,batch_0_mns128_max-toks256_n512,77.20962309837341,21269.7879999876,69120,131072,3.962849140167236,77.20879673957825,128,256,512,0.1622756042479522,0.5890626762266038,1697.6122242301335
35,deepseek-coder-6.7B-instruct-AWQ,humaneval,1752574187.0212183,batch_0_mns64_max-toks256_n512,81.26985502243042,21828.18900001049,69120,131072,2.200841426849365,81.26940488815308,64,256,512,0.1665358657837714,0.620039787463611,1612.7997270799144
36,deepseek-coder-6.7B-instruct-AWQ,humaneval,1752574291.160715,batch_0_mns32_max-toks256_n512,97.9115824699402,25281.50799998641,69120,131072,1.253279209136963,97.9111349582672,32,256,512,0.1928825988768494,0.7470060918421951,1338.6771686612294
37,deepseek-coder-6.7B-instruct-AWQ,humaneval,1752574411.9448905,batch_0_mns16_max-toks256_n512,133.7441923618317,33371.59300002456,69120,131072,0.779310941696167,133.74365496635437,16,256,512,0.2546050491334881,1.0203872097918067,980.0201241291858
38,deepseek-coder-6.7B-instruct-AWQ,humaneval,1752574568.5811772,batch_0_mns8_max-toks256_n512,234.33688068389893,53151.697999984026,69120,131072,0.5348312854766846,234.3361840248108,8,256,512,0.4055152740477297,1.7878485159599222,559.331504360192
39,deepseek-coder-6.7B-instruct-AWQ,humaneval,1752574825.9988737,batch_0_mns1_max-toks256_n512,1695.7170569896698,333506.74799999595,69120,131072,0.315605878829956,1695.71582198143,1,256,512,2.544454559326141,12.937294441144331,77.2959141147558
40,deepseek-coder-6.7B-instruct-GPTQ,humaneval,1752574361.774546,batch_0_mns512_max-toks256_n512,102.6530418395996,28443.46400001645,69120,131072,4.027829885482788,102.65253567695618,512,256,512,0.2170064086915317,0.7831805560272186,1276.8447739211315
41,deepseek-coder-6.7B-instruct-GPTQ,humaneval,1752574487.645013,batch_0_mns256_max-toks256_n512,91.09693837165833,25220.97200000286,69120,131072,4.036994695663452,91.09648609161376,256,256,512,0.1924207458496312,0.6950144834263483,1438.8189366502197
42,deepseek-coder-6.7B-instruct-GPTQ,humaneval,1752574602.0004852,batch_0_mns128_max-toks256_n512,77.4514513015747,21131.222999989983,69120,131072,4.041181564331055,77.45070314407349,128,256,512,0.1612184371947478,0.5909076789976098,1692.311735898164
43,deepseek-coder-6.7B-instruct-GPTQ,humaneval,1752574702.326188,batch_0_mns64_max-toks256_n512,82.12479901313782,22039.97399997711,69120,131072,2.237655639648437,82.12431693077087,64,256,512,0.1681516571043175,0.6265624924708391,1596.0099942409834
44,deepseek-coder-6.7B-instruct-GPTQ,humaneval,1752574807.4240024,batch_0_mns32_max-toks256_n512,100.13781499862672,25230.016000002623,69120,131072,1.2650392055511477,100.13726711273192,32,256,512,0.19248974609377,0.763990898121847,1308.916117270958
45,deepseek-coder-6.7B-instruct-GPTQ,humaneval,1752574930.4674652,batch_0_mns16_max-toks256_n512,137.60608386993408,32693.72799998521,69120,131072,0.7878627777099609,137.6054723262787,16,256,512,0.2494333496092622,1.049851103744004,952.5160248284508
46,deepseek-coder-6.7B-instruct-GPTQ,humaneval,1752575090.9675906,batch_0_mns8_max-toks256_n512,240.90848875045776,51951.05400002003,69120,131072,1.0437753200531006,240.90789556503296,8,256,512,0.3963550872804262,1.8379859066044448,544.0738127570481
47,deepseek-coder-6.7B-instruct-GPTQ,humaneval,1752575354.9630792,batch_0_mns1_max-toks256_n512,1684.5001122951508,312596.4989999831,69120,131072,0.3116443157196045,1684.499674320221,1,256,512,2.384922019958367,12.851715944634634,77.81062111145418
48,DeepSeek-Coder-V2-Lite-Instruct-AWQ,humaneval,1752584553.5385346,batch_0_mns512_max-toks256_n512,46.45288562774658,10975.47499999404,68096,131072,3.2123374938964844,46.45084857940674,512,256,512,0.0837362289428256,0.3544073915691115,2821.6115797488783
49,DeepSeek-Coder-V2-Lite-Instruct-AWQ,humaneval,1752584623.173676,batch_0_mns256_max-toks256_n512,47.161553382873535,11601.142999976872,68096,131072,2.462617874145508,47.16071176528931,256,256,512,0.0885096969602727,0.3598140974645503,2779.2129520398303
50,DeepSeek-Coder-V2-Lite-Instruct-AWQ,humaneval,1752584693.5812914,batch_0_mns128_max-toks256_n512,70.8249900341034,14273.541999995708,68096,131072,2.47829008102417,70.82424831390381,128,256,512,0.1088984832763344,0.5403517916420242,1850.646218755367
51,DeepSeek-Coder-V2-Lite-Instruct-AWQ,humaneval,1752584787.2741337,batch_0_mns64_max-toks256_n512,312.037406206131,76230.84900000691,68096,131072,1.4671616554260254,312.0367364883423,64,256,512,0.5815952224731973,2.3806564804544905,420.0522033355649
52,DeepSeek-Coder-V2-Lite-Instruct-AWQ,humaneval,1752585122.338762,batch_0_mns32_max-toks256_n512,336.8771688938141,80422.56400001049,68096,131072,1.5253291130065918,336.8765902519226,32,256,512,0.6135754699707832,2.570168830061448,389.079498709854
53,DeepSeek-Coder-V2-Lite-Instruct-AWQ,humaneval,1752585482.286035,batch_0_mns16_max-toks256_n512,415.035450220108,88858.39299997687,68096,131072,0.6982321739196777,415.03491830825806,16,256,512,0.6779357376096868,3.1664691941841734,315.80916745903966
54,DeepSeek-Coder-V2-Lite-Instruct-AWQ,humaneval,1752585920.4527514,batch_0_mns8_max-toks256_n512,796.6606073379517,130275.7960000038,68096,131072,0.5652432441711426,796.6598906517029,8,256,512,0.9939254455566696,6.078038080886472,164.52677437883898
55,DeepSeek-Coder-V2-Lite-Instruct-AWQ,humaneval,1752586741.08189,batch_0_mns1_max-toks256_n512,6057.705249786377,631549.3700000048,68096,131072,0.5682938098907471,6057.704433917999,1,256,512,4.818339309692419,46.2166233046446,21.637236312318468
56,DeepSeek-Coder-V2-Lite-Instruct,humaneval,1752584746.992421,batch_0_mns512_max-toks256_n512,33.70478320121765,7513.995999991894,68096,131072,2.116271734237671,33.70271015167236,512,256,512,0.0573272399901725,0.2571470886323368,3888.824895193652
57,DeepSeek-Coder-V2-Lite-Instruct,humaneval,1752584803.89281,batch_0_mns256_max-toks256_n512,38.2414231300354,8360.276999980211,68096,131072,1.5214707851409912,38.24044179916382,256,256,512,0.0637838516233841,0.2917589044955093,3427.4875062652686
58,DeepSeek-Coder-V2-Lite-Instruct,humaneval,1752584865.2746534,batch_0_mns128_max-toks256_n512,62.68661427497864,10864.2310000062,68096,131072,1.564464092254639,62.68592071533203,128,256,512,0.082887504577684,0.4782609121321002,2090.908904810917
59,DeepSeek-Coder-V2-Lite-Instruct,humaneval,1752584950.870063,batch_0_mns64_max-toks256_n512,110.36260032653809,18000.44200000167,68096,131072,0.9982578754425048,110.36197280883788,64,256,512,0.1373324737548955,0.8419998193858191,1187.6487108149634
60,DeepSeek-Coder-V2-Lite-Instruct,humaneval,1752585084.1335363,batch_0_mns32_max-toks256_n512,207.63070464134216,27729.74699997902,68096,131072,0.668632984161377,207.6300773620605,32,256,512,0.211561180114586,1.58409656251024,631.2746480652348
61,DeepSeek-Coder-V2-Lite-Instruct,humaneval,1752585314.626366,batch_0_mns16_max-toks256_n512,401.3645875453949,48179.14899998903,68096,131072,1.086035966873169,401.3640244007111,16,256,512,0.3675777359007952,3.062168789256248,326.5659304962364
62,DeepSeek-Coder-V2-Lite-Instruct,humaneval,1752585739.2519145,batch_0_mns8_max-toks256_n512,788.3860166072845,90084.52599999309,68096,131072,0.4621379375457763,788.385326385498,8,256,512,0.6872903900145957,6.014907963617588,166.25358293904185
63,DeepSeek-Coder-V2-Lite-Instruct,humaneval,1752586550.6817527,batch_0_mns1_max-toks256_n512,5905.33944439888,675215.7150000036,68096,131072,0.670128345489502,5905.339037895203,1,256,512,5.151487083435086,45.05416446227173,22.195506496128637
